system:index,Lat,Lon,consistent_change_two_years_1985,consistent_change_two_years_1986,consistent_change_two_years_1987,consistent_change_two_years_1988,consistent_change_two_years_1989,consistent_change_two_years_1990,consistent_change_two_years_1991,consistent_change_two_years_1992,consistent_change_two_years_1993,consistent_change_two_years_1994,consistent_change_two_years_1995,consistent_change_two_years_1996,consistent_change_two_years_1997,consistent_change_two_years_1998,consistent_change_two_years_1999,consistent_change_two_years_2000,consistent_change_two_years_2001,consistent_change_two_years_2002,consistent_change_two_years_2003,consistent_change_two_years_2004,consistent_change_two_years_2005,consistent_change_two_years_2006,consistent_change_two_years_2007,consistent_change_two_years_2008,consistent_change_two_years_2009,consistent_change_two_years_2010,consistent_change_two_years_2011,consistent_change_two_years_2012,consistent_change_two_years_2013,consistent_change_two_years_2014,consistent_change_two_years_2015,first,one_change_occured,one_change_1985,one_change_1986,one_change_1987,one_change_1988,one_change_1989,one_change_1990,one_change_1991,one_change_1992,one_change_1993,one_change_1994,one_change_1995,one_change_1996,one_change_1997,one_change_1998,one_change_1999,one_change_2000,one_change_2001,one_change_2002,one_change_2003,one_change_2004,one_change_2005,one_change_2006,one_change_2007,one_change_2008,one_change_2009,one_change_2010,one_change_2011,one_change_2012,one_change_2013,one_change_2014,one_change_2015,.geo
866,-8.466702106550484,-47.8031193803729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.8031193803729,-8.466702106550484]}"
867,-15.356486482025364,-60.2582826461578,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-60.2582826461578,-15.356486482025364]}"
868,1.6138008042663736,-55.584807148178996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-55.584807148178996,1.6138008042663736]}"
869,-1.6416076521471017,-52.19358610335786,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.19358610335786,-1.6416076521471017]}"
870,-3.6862256420827837,-51.983103444187726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"{""type"":""Point"",""coordinates"":[-51.983103444187726,-3.6862256420827837]}"
871,-19.40897888886249,-51.575246003151705,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-51.575246003151705,-19.40897888886249]}"
872,-11.89498797251045,-61.329700557886106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-61.329700557886106,-11.89498797251045]}"
873,-10.304037372814703,-57.342867610559956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""type"":""Point"",""coordinates"":[-57.342867610559956,-10.304037372814703]}"
874,-15.929159208469093,-50.16667270445185,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.16667270445185,-15.929159208469093]}"
875,-8.327279524646224,-50.08141878012364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.08141878012364,-8.327279524646224]}"
876,-19.095454650988177,-53.11878892249982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-53.11878892249982,-19.095454650988177]}"
877,-14.41231526386106,-54.320335006255426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.320335006255426,-14.41231526386106]}"
878,-5.90868925538519,-49.78278335567962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.78278335567962,-5.90868925538519]}"
879,-15.516147152667685,-52.188015808431864,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.188015808431864,-15.516147152667685]}"
880,-6.50264591479414,-52.485065335375346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.485065335375346,-6.50264591479414]}"
881,-16.48381664702121,-56.06381542516531,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,"{""type"":""Point"",""coordinates"":[-56.06381542516531,-16.48381664702121]}"
882,-17.596046962105188,-55.285555368905705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-55.285555368905705,-17.596046962105188]}"
883,-9.376223947078683,-47.77319441253221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.77319441253221,-9.376223947078683]}"
884,-7.05858741662894,-49.30373253087068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.30373253087068,-7.05858741662894]}"
885,-12.904272993655315,-51.728699554388456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-51.728699554388456,-12.904272993655315]}"
886,-29.38890380804159,-54.51928498327555,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.51928498327555,-29.38890380804159]}"
887,-20.783938298717167,-40.936987373524154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-40.936987373524154,-20.783938298717167]}"
888,-9.422813767564758,-67.85294099739306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-67.85294099739306,-9.422813767564758]}"
889,-6.649548653019647,-60.0425374027787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-60.0425374027787,-6.649548653019647]}"
890,-12.886746410755524,-54.00719386521778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.00719386521778,-12.886746410755524]}"
891,-1.9947540401807868,-47.13809814529451,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.13809814529451,-1.9947540401807868]}"
892,-20.33201069823368,-41.590408802036684,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-41.590408802036684,-20.33201069823368]}"
893,-16.452957365773102,-49.87831399922089,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.87831399922089,-16.452957365773102]}"
894,-2.687461927078082,-47.494109041166894,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.494109041166894,-2.687461927078082]}"
895,-3.9236929848584823,-50.65955636903189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.65955636903189,-3.9236929848584823]}"
896,-8.213046685014275,-63.131606985702454,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"{""type"":""Point"",""coordinates"":[-63.131606985702454,-8.213046685014275]}"
897,-11.57852593708405,-60.65828001170784,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-60.65828001170784,-11.57852593708405]}"
898,-21.8311075554573,-53.67670510768471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-53.67670510768471,-21.8311075554573]}"
899,1.4505806471452745,-60.3100375520967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,"{""type"":""Point"",""coordinates"":[-60.3100375520967,1.4505806471452745]}"
900,-19.54665654525034,-53.46516471541761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-53.46516471541761,-19.54665654525034]}"
901,-2.3403471694876927,-47.73670363929303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"{""type"":""Point"",""coordinates"":[-47.73670363929303,-2.3403471694876927]}"
902,-11.44839879101422,-63.137339666916844,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"{""type"":""Point"",""coordinates"":[-63.137339666916844,-11.44839879101422]}"
903,-18.37103460225505,-54.279838542401706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.279838542401706,-18.37103460225505]}"
904,-5.9208761803255685,-50.066767472223844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.066767472223844,-5.9208761803255685]}"
905,-12.981938011199055,-58.5896870464668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-58.5896870464668,-12.981938011199055]}"
906,-22.706469925141484,-52.416010158734935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"{""type"":""Point"",""coordinates"":[-52.416010158734935,-22.706469925141484]}"
907,-21.403481803619034,-54.35722241281818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.35722241281818,-21.403481803619034]}"
908,-15.309372460567223,-50.61171557102447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.61171557102447,-15.309372460567223]}"
909,-12.773460410185015,-54.78888279740603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.78888279740603,-12.773460410185015]}"
910,-13.27951579626701,-54.13757683061963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.13757683061963,-13.27951579626701]}"
911,-28.403867786948247,-49.47931761872687,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"{""type"":""Point"",""coordinates"":[-49.47931761872687,-28.403867786948247]}"
912,-6.453059524201784,-48.164499859389664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.164499859389664,-6.453059524201784]}"
913,-3.7976731915631836,-49.30117213738897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.30117213738897,-3.7976731915631836]}"
914,-2.4915337635326003,-58.05233838692583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-58.05233838692583,-2.4915337635326003]}"
915,-12.448524379703315,-50.14107717708036,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.14107717708036,-12.448524379703315]}"
916,-17.654688681746002,-49.90435380453441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"{""type"":""Point"",""coordinates"":[-49.90435380453441,-17.654688681746002]}"
917,-3.3785463280616117,-47.201159859931145,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.201159859931145,-3.3785463280616117]}"
918,-25.388339440093603,-52.28717118548071,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"{""type"":""Point"",""coordinates"":[-52.28717118548071,-25.388339440093603]}"
919,-5.518441686553333,-47.32829721936217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.32829721936217,-5.518441686553333]}"
920,-29.877359340495644,-53.080827349553395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"{""type"":""Point"",""coordinates"":[-53.080827349553395,-29.877359340495644]}"
921,-15.02977475809808,-54.049711109020365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.049711109020365,-15.02977475809808]}"
922,-32.77180358125267,-52.4724068142289,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.4724068142289,-32.77180358125267]}"
923,-2.0466980410464584,-54.54559648174373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.54559648174373,-2.0466980410464584]}"
924,-7.158515966626612,-50.066918945303144,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.066918945303144,-7.158515966626612]}"
925,-9.765824222726108,-61.99106265405876,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"{""type"":""Point"",""coordinates"":[-61.99106265405876,-9.765824222726108]}"
926,-6.7607778600765895,-61.40205125171082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-61.40205125171082,-6.7607778600765895]}"
927,-15.802451712565155,-55.63350832558668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""type"":""Point"",""coordinates"":[-55.63350832558668,-15.802451712565155]}"
928,-11.29672575344117,-37.280170254262146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,"{""type"":""Point"",""coordinates"":[-37.280170254262146,-11.29672575344117]}"
929,-1.802838842138671,-49.08293892391918,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.08293892391918,-1.802838842138671]}"
930,-13.903227036979242,-55.19171215326907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-55.19171215326907,-13.903227036979242]}"
931,-13.477401371685836,-60.29459333272251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-60.29459333272251,-13.477401371685836]}"
932,-19.60651697297652,-57.53620883484057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,"{""type"":""Point"",""coordinates"":[-57.53620883484057,-19.60651697297652]}"
933,-21.17173875582472,-57.787646469658384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-57.787646469658384,-21.17173875582472]}"
934,-29.195317541817694,-54.36714890553919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.36714890553919,-29.195317541817694]}"
935,-30.48410703000709,-55.267207692617426,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-55.267207692617426,-30.48410703000709]}"
